Loc+, Acap, Aexp, Arch, Cplx, Data, Docu, Flex, Ltex, Pcap, Pcon, Plex, Pmat, Prec, Pvol, Rely, Ruse, Sced, Site, Stor, Team, Time, Tool, Risk-, Effort-
1097,3,3,2,3,5,4,2,2,5,3,2,3,5,3,2,6,4,2,6,1,3,3,4,54472
1295,2,4,3,3,3,2,5,2,1,3,3,4,3,3,3,3,1,5,5,3,4,4,15,24091
1683,3,2,4,2,3,1,6,2,2,4,4,2,2,3,3,3,3,1,5,5,3,2,1,35639
1927,3,2,6,2,4,2,3,3,3,2,2,2,1,2,4,4,1,2,3,6,6,2,15,114461
65,2,1,5,5,2,3,5,4,5,4,5,2,4,3,2,5,2,2,4,5,4,2,7,603
479,1,5,3,3,2,3,5,5,4,2,5,4,6,3,2,3,5,1,6,2,6,3,8,4391
1026,5,4,3,2,3,5,1,4,1,2,4,2,3,4,3,3,3,2,5,3,5,1,9,70576
118,5,1,5,3,2,4,4,5,4,4,4,4,3,3,3,3,4,3,4,5,6,1,1,598
616,3,4,5,5,3,2,2,2,5,3,3,5,4,4,1,2,3,4,5,4,5,2,0,7395
1441,5,3,3,1,3,1,5,3,3,1,1,1,6,2,2,2,4,3,6,3,5,2,1,8915
1772,4,4,6,3,4,4,1,2,4,5,4,2,4,2,5,3,5,5,4,4,5,2,1,18736
1184,2,4,4,2,3,4,3,4,4,2,4,3,3,4,3,3,1,5,5,3,3,2,4,16730
1863,3,5,4,4,4,3,1,2,2,4,4,3,6,3,4,5,3,4,4,5,4,2,2,39637
693,3,2,4,4,2,2,3,2,3,2,4,3,3,4,3,4,2,4,5,6,5,3,1,22017
1342,3,1,5,3,2,4,5,4,4,4,1,4,5,4,3,3,5,2,3,2,5,4,1,15227
1244,4,3,4,2,4,4,5,4,4,4,4,3,1,4,3,3,2,1,5,1,5,3,3,40248
851,3,3,2,5,3,3,2,4,3,5,2,4,1,5,3,6,4,5,5,4,6,3,3,38712
1389,5,4,6,2,3,5,2,2,1,3,5,6,5,4,3,4,3,4,4,4,5,3,10,16561
909,5,2,5,3,3,1,2,3,3,4,5,3,2,4,3,2,3,3,4,5,5,5,0,3777
1308,4,3,3,3,3,1,4,5,1,1,4,2,4,5,5,2,3,2,6,3,6,2,16,54897
902,4,5,5,5,2,1,5,3,4,1,2,4,4,3,3,4,4,5,4,4,5,4,0,3400
1755,3,4,4,2,4,2,2,3,3,2,2,3,3,4,5,2,4,2,5,1,3,2,3,34720
631,2,1,4,1,3,5,3,2,4,4,3,4,6,4,1,2,3,5,5,2,4,4,2,3963
1220,2,4,2,3,4,5,2,4,2,5,2,2,6,4,4,5,2,3,4,6,5,3,8,42963
520,4,2,2,6,3,1,4,3,3,1,1,2,5,2,4,4,4,3,6,5,4,4,2,10084
1896,3,2,5,1,2,2,3,1,4,5,4,1,5,4,2,4,2,3,4,1,5,2,7,22535
1376,4,2,2,2,5,5,2,2,2,4,3,5,3,2,1,4,2,4,3,3,4,4,3,40580
471,4,2,3,4,4,2,3,4,3,4,4,3,2,5,2,2,2,1,5,2,6,2,6,17507
888,4,2,1,2,5,4,5,5,3,2,4,2,2,4,4,3,3,3,5,3,6,4,2,42223
1981,2,2,2,4,5,3,2,3,5,3,4,5,5,4,4,4,2,4,3,6,6,2,7,55097
264,5,2,5,5,5,2,5,3,2,4,3,4,3,2,1,6,4,4,3,2,5,4,4,1569
43,2,5,2,2,2,1,2,4,2,3,1,1,3,4,3,3,2,3,3,3,4,3,7,421
1002,2,2,1,4,2,4,4,1,5,1,4,5,3,5,1,5,5,3,3,6,6,3,4,18336
1342,3,5,2,2,2,2,6,3,2,4,1,4,4,2,2,5,3,1,3,1,4,4,2,10543
1385,4,3,5,3,2,1,5,4,3,4,2,5,3,2,3,6,5,3,5,4,4,3,0,12695
1027,4,4,6,3,4,4,4,5,2,3,1,6,4,2,3,3,4,4,5,2,6,2,5,19980
554,2,2,2,1,2,5,3,3,5,4,4,2,6,2,5,3,5,2,4,3,4,3,3,4633
1770,5,5,5,4,4,5,1,4,3,5,3,3,6,5,4,5,2,3,4,3,4,3,0,35068
821,5,5,3,6,3,3,5,5,3,3,5,3,2,4,5,5,2,4,4,5,5,2,8,14041
1641,4,2,3,5,3,2,3,4,3,5,2,2,4,3,4,3,4,5,4,3,6,2,3,30032
1533,4,3,5,6,3,3,4,4,1,4,2,1,2,5,4,3,5,2,5,4,5,1,20,86964
1011,3,2,3,3,5,2,2,4,5,2,2,4,6,3,3,2,1,3,4,6,5,3,6,16964
1826,4,3,4,6,3,4,4,4,2,4,2,2,3,3,1,2,4,5,4,3,4,4,1,18302
516,5,3,6,2,5,2,5,3,3,3,2,2,6,4,5,5,3,2,6,4,3,2,3,11358
1580,2,2,5,3,2,3,2,2,2,4,2,3,5,4,5,4,2,5,4,4,4,4,10,40914
1996,2,3,2,5,5,2,1,4,3,5,4,5,2,3,1,5,5,1,6,1,6,4,8,50325
1948,3,2,4,4,5,3,5,2,4,2,3,2,2,5,1,4,3,5,5,1,4,3,0,63717
1828,2,4,2,5,3,2,5,2,1,5,3,5,2,5,4,4,5,2,5,3,3,4,12,50961
1061,2,2,4,4,3,4,6,2,4,4,4,5,5,4,4,3,4,3,5,1,5,1,6,33801
1630,4,2,4,2,3,4,4,2,1,3,3,6,3,4,4,5,5,4,5,4,4,3,12,47234
320,4,2,6,2,5,2,2,5,1,4,2,1,2,2,3,4,2,4,4,1,6,1,21,8214
785,3,2,5,4,3,4,2,2,4,2,3,6,3,3,3,6,5,2,4,5,3,3,3,12957
958,2,1,5,3,4,4,2,3,3,3,4,1,2,4,2,4,4,4,4,3,4,4,1,29986
1670,4,2,2,4,4,1,3,5,3,4,4,3,4,4,5,4,2,5,4,6,5,2,4,23564
487,2,4,2,1,4,4,5,4,3,4,5,2,4,4,5,5,3,3,4,5,5,3,5,10411
1283,2,4,4,1,4,4,2,3,2,5,3,3,5,4,2,5,2,2,4,6,4,2,1,37122
1433,2,3,1,1,3,3,4,4,3,3,5,1,4,4,2,2,2,2,6,2,3,3,5,33351
827,3,1,5,2,5,1,3,4,5,2,5,3,2,3,2,6,3,4,6,4,6,4,7,12886
633,4,4,3,5,3,4,4,2,4,3,4,3,4,4,2,3,3,5,6,4,3,2,0,7497
935,1,3,5,4,4,3,3,3,2,2,2,1,1,4,2,5,2,2,5,4,4,4,11,74611
928,3,3,2,4,5,2,2,3,5,1,2,4,4,4,3,4,1,5,4,6,5,2,8,34822
1731,2,3,3,5,3,2,5,2,1,3,2,6,3,3,4,2,1,2,3,2,3,2,26,67575
1631,5,3,6,5,4,3,2,5,3,1,3,5,2,4,4,6,1,1,3,1,4,3,12,130049
492,3,4,4,1,2,2,4,5,4,2,3,4,2,3,1,4,4,4,5,5,3,3,0,1764
842,5,2,3,2,4,4,3,2,3,4,4,4,2,4,2,5,1,2,6,6,5,3,9,39318
471,4,5,4,6,3,2,5,2,2,1,2,5,3,3,3,5,2,2,5,2,4,4,9,21246
816,2,3,3,5,2,3,4,4,5,4,3,5,3,3,2,4,5,2,4,1,4,3,1,11859
448,4,3,6,3,4,3,3,2,2,3,1,1,6,3,4,3,5,4,5,1,4,3,4,7160
1736,2,3,1,2,4,2,5,2,3,3,3,2,5,2,2,4,4,2,5,4,4,4,0,40308
1065,5,2,2,3,2,2,5,2,1,3,3,1,1,4,3,6,5,2,5,2,3,4,9,30748
243,3,5,4,6,4,3,5,3,3,3,3,2,5,3,2,5,4,1,6,4,5,1,9,5967
1435,5,3,4,5,4,5,4,2,3,1,5,2,4,4,1,4,1,5,5,5,4,2,9,36059
1216,3,5,3,4,5,3,4,5,3,5,5,1,4,3,3,4,2,5,4,2,3,4,1,6894
674,4,2,3,3,4,3,5,4,3,1,1,4,4,2,5,4,2,4,4,3,4,3,4,14420
1835,4,4,3,5,4,2,3,3,1,2,2,6,5,3,3,6,3,4,4,5,4,1,14,41502
1292,5,2,4,4,3,3,5,4,3,4,1,2,3,3,4,3,3,4,5,2,5,3,1,32156
1970,3,4,2,6,3,1,3,4,2,4,2,5,6,3,4,6,5,1,5,2,4,2,8,61360
812,4,5,5,2,4,2,6,2,3,1,3,5,2,3,4,3,2,1,6,3,4,5,0,14951
765,4,4,3,3,3,4,4,4,4,4,5,2,3,4,4,5,3,4,5,5,5,5,0,6708
169,1,3,3,3,2,2,1,3,4,5,1,2,2,3,2,3,1,2,5,2,3,2,14,4674
1736,2,2,5,1,3,1,5,4,3,1,3,5,6,4,2,3,3,3,5,4,4,2,0,21739
1813,3,3,5,5,4,4,2,4,2,2,4,2,3,2,2,5,4,5,5,6,5,5,2,24135
974,5,4,5,5,4,4,3,3,5,3,3,4,2,3,1,3,5,2,6,2,3,4,0,9356
176,3,3,5,5,2,2,3,3,2,4,2,2,2,5,3,5,5,2,5,3,5,2,4,7152
1367,3,1,1,4,4,2,6,4,5,4,4,3,3,3,1,4,4,5,5,3,3,4,0,11570
719,2,5,2,4,2,5,3,1,2,4,2,4,6,3,3,3,1,3,4,1,5,1,21,42677
1501,4,4,3,6,5,5,2,1,3,5,4,5,2,3,2,5,2,1,4,1,5,5,10,74976
1364,4,4,4,5,2,4,1,3,2,3,2,5,2,3,2,6,3,2,5,6,5,4,4,58919
159,5,3,3,2,4,2,5,3,4,3,4,1,4,3,2,3,4,3,5,2,5,4,0,1114
869,3,1,4,2,3,1,1,2,3,3,4,4,3,4,2,3,3,4,4,4,3,2,0,12112
1786,2,3,3,5,5,1,1,1,3,5,2,4,3,3,1,3,2,2,5,4,3,1,10,77063
201,3,4,5,3,5,3,3,3,4,5,4,3,4,3,2,2,5,4,4,3,4,5,0,897
1030,2,1,3,2,2,3,4,2,5,5,5,3,3,4,5,6,4,4,6,4,4,3,10,25798
1696,3,4,4,4,2,3,5,2,5,3,5,6,3,4,2,4,2,4,6,6,4,5,0,8054
1347,1,3,5,4,4,1,3,4,5,5,3,2,6,2,3,2,1,4,4,2,4,4,13,9723
613,5,3,3,6,4,2,2,3,5,3,1,4,1,4,3,3,1,4,6,6,4,3,12,15278
244,3,2,3,4,2,4,5,2,3,2,1,4,6,3,4,6,3,2,4,6,5,4,4,7263
926,3,4,3,3,5,3,4,2,2,2,2,3,6,3,4,3,4,3,5,2,4,3,2,28490
1025,5,4,4,3,4,5,4,4,2,3,4,2,5,4,4,5,5,3,6,3,5,5,4,10399
1190,5,5,4,3,4,4,1,1,4,3,1,2,4,4,5,4,3,4,5,4,3,4,4,25194
800,3,4,4,6,4,2,6,3,4,4,4,4,3,4,2,4,2,1,4,3,5,3,4,14328
1829,1,5,1,4,2,3,5,4,1,4,4,5,5,3,4,5,1,4,6,1,4,2,31,39717
160,2,4,5,2,3,3,5,2,1,2,4,5,1,3,3,4,3,4,3,2,3,5,5,1448
1489,4,2,3,2,4,2,1,3,2,4,4,4,3,3,3,3,2,3,5,1,4,3,4,44050
1102,3,5,5,3,3,3,1,4,2,2,3,3,1,3,3,3,5,3,3,4,5,5,0,13186
1417,5,3,4,3,5,5,3,5,4,2,5,2,2,5,2,2,4,4,6,5,6,3,0,25843
1555,2,2,4,5,4,3,3,3,3,3,2,4,5,4,4,2,3,5,6,4,4,4,4,43747
211,2,3,3,3,2,4,5,4,4,1,2,5,3,4,2,3,2,4,6,5,4,2,3,3875
245,4,2,3,4,3,4,3,3,3,2,2,2,5,4,1,4,1,3,3,6,5,1,13,5846
605,3,4,4,2,3,3,2,2,4,2,2,6,2,4,1,5,3,4,4,1,4,5,0,7361
255,1,4,2,2,4,5,2,5,2,2,3,6,1,2,1,4,1,3,3,5,4,2,12,5650
1326,1,2,3,5,3,2,4,5,5,4,4,3,5,5,1,3,4,4,6,1,4,2,9,25222
38,3,1,5,1,5,1,3,5,1,3,4,2,2,5,3,4,4,1,6,1,5,2,12,945
79,2,3,5,3,2,4,4,1,2,3,1,5,1,2,4,3,4,4,4,4,4,3,4,1382
1049,4,1,5,5,4,1,2,5,3,1,5,4,5,5,2,4,1,2,4,5,4,3,10,26403
1801,2,3,4,5,3,4,5,4,1,3,3,6,6,4,1,6,3,5,4,3,5,3,12,44800
113,4,1,5,2,5,3,5,2,1,2,3,5,4,3,4,3,3,4,5,1,4,3,12,2947
1930,4,2,6,3,3,5,5,3,4,4,2,1,3,3,3,2,5,2,4,2,4,2,1,32585
1818,4,4,1,6,4,4,4,1,3,2,1,6,4,4,3,3,4,2,4,3,4,4,3,86336
964,4,4,2,4,4,1,2,5,5,5,3,4,3,2,4,4,4,3,5,5,3,3,0,5322
1706,2,4,5,4,5,3,2,2,3,1,3,3,3,4,4,4,4,4,5,3,6,4,4,95122
140,4,3,4,3,2,3,2,4,2,3,2,3,1,4,5,2,4,1,6,2,3,3,5,4936
1131,2,2,5,5,3,2,4,2,5,4,3,1,5,4,3,3,4,3,4,3,3,2,4,21839
1062,4,1,5,4,4,2,5,3,1,3,5,5,1,5,4,5,1,4,3,5,5,2,24,49800
1042,4,5,3,2,2,1,3,5,3,1,3,4,2,4,2,2,1,2,6,5,4,2,5,5240
1413,2,4,6,1,4,2,6,5,1,5,3,4,4,4,2,4,4,2,4,3,4,1,5,12785
276,5,4,5,3,3,2,2,3,3,4,4,4,5,5,2,3,3,3,5,2,4,4,0,1444
498,4,1,6,4,3,3,6,4,2,5,4,1,5,5,2,2,4,3,4,1,3,5,1,2659
1656,4,2,6,2,4,3,4,4,4,4,4,2,2,4,2,3,1,1,5,1,6,3,12,38175
331,5,4,5,3,5,4,4,2,2,3,3,3,6,4,2,3,4,4,4,5,4,5,0,1809
235,1,3,6,4,2,4,3,5,5,3,3,3,1,3,3,3,4,4,4,2,4,3,3,2508
1831,3,3,2,6,2,4,1,2,4,2,3,3,1,4,1,4,4,3,5,6,5,4,0,117611
1678,5,5,2,2,4,2,2,3,2,3,4,1,2,5,3,5,3,4,6,3,4,2,3,53071
395,4,2,4,3,2,3,2,3,2,5,2,3,4,4,2,6,5,3,5,2,4,1,4,7520
1248,2,5,2,5,2,1,2,2,3,3,2,5,6,2,4,4,3,4,3,5,4,1,4,22483
1920,2,1,3,3,4,4,6,5,2,4,5,3,5,4,4,6,4,4,3,4,4,3,5,29639
1891,4,4,2,3,4,3,4,4,2,4,4,3,3,4,2,2,2,2,6,6,4,4,2,21567
1840,4,5,3,3,5,4,5,2,4,4,3,2,5,5,5,6,4,4,3,5,5,3,3,34415
328,4,2,2,6,3,2,5,3,4,4,2,3,4,4,5,5,5,3,4,3,5,2,3,6978
468,4,1,5,3,3,2,5,3,1,4,4,3,2,3,1,4,3,3,5,2,5,3,8,8801
1619,2,4,4,5,2,4,1,1,5,4,2,4,6,4,4,3,5,4,5,6,4,2,3,42779
1647,4,4,4,6,4,3,4,5,3,2,5,1,2,4,3,4,3,4,5,4,5,5,2,31012
1906,2,2,5,3,4,2,4,5,2,2,4,5,2,3,3,2,4,4,3,3,5,3,2,21555
562,3,4,3,5,5,3,3,2,1,3,5,6,3,3,4,5,4,2,4,1,4,4,12,13484
195,3,1,5,3,5,3,5,4,4,2,2,1,2,2,4,4,3,5,4,3,4,5,3,3296
1450,5,5,5,2,4,2,4,5,3,5,2,1,5,2,2,4,1,2,5,4,5,3,6,9257
1778,2,1,5,4,3,1,5,3,1,5,2,3,6,3,4,3,2,4,5,4,5,3,16,16826
1408,1,1,2,6,2,2,1,2,4,2,2,2,5,3,3,5,1,2,6,3,4,4,28,218269
1961,4,5,4,6,4,2,2,2,4,5,1,2,5,2,4,3,5,3,5,5,5,4,0,22265
1803,3,1,6,2,4,1,2,2,4,2,1,2,6,4,3,2,2,5,6,1,4,2,8,64074
1705,3,3,3,1,4,5,4,3,3,2,3,3,2,3,2,3,5,3,4,2,6,2,2,42856
130,5,2,6,2,3,2,2,4,4,4,4,5,2,4,3,6,4,3,6,3,5,3,1,1357
1648,3,1,4,3,2,4,4,4,2,2,2,5,3,5,4,4,1,4,5,4,6,1,26,129670
1842,4,4,6,6,3,4,1,4,1,3,1,2,2,5,4,5,2,2,4,3,4,2,19,277869
1854,2,2,1,5,4,1,1,3,2,2,1,6,2,4,3,3,1,5,3,3,4,4,17,112173
1599,5,5,4,4,4,4,2,4,2,1,4,2,5,3,1,3,1,2,4,5,5,4,6,22295
1169,4,5,5,3,5,5,1,3,2,3,3,5,2,3,2,3,4,4,3,4,5,2,1,21282
1448,1,4,3,6,3,1,1,3,3,5,4,2,4,4,3,5,3,3,3,6,5,3,11,32676
1351,4,3,2,2,4,2,2,3,5,4,1,4,3,4,1,4,1,2,5,5,4,1,9,39754
1284,2,5,3,5,3,4,4,1,2,5,2,5,1,3,5,6,2,4,4,3,4,3,17,74201
1880,3,1,6,5,5,2,1,3,4,1,4,6,3,4,3,5,3,2,5,5,5,4,2,55954
31,1,2,2,5,2,2,3,3,4,3,1,4,3,3,2,5,1,3,5,4,3,4,15,952
920,2,4,2,5,2,2,1,3,3,3,4,5,2,2,1,4,2,3,5,3,5,1,10,31379
1088,5,5,2,2,3,2,6,3,2,1,2,3,2,3,2,5,3,4,4,2,5,2,0,16685
1746,4,4,4,4,3,3,1,5,2,3,3,2,5,4,3,4,2,2,5,6,5,4,3,41515
1602,2,3,1,4,3,2,3,4,2,3,2,2,2,4,4,3,1,5,4,3,5,1,23,137190
509,2,4,1,5,3,3,2,4,3,4,2,1,4,5,1,2,3,3,5,6,6,4,7,12429
145,1,1,6,3,4,3,3,2,2,2,3,2,5,4,5,3,2,3,5,6,5,4,21,7641
264,4,2,4,5,2,1,5,3,2,1,2,2,5,2,4,5,4,4,4,3,6,4,5,4770
517,1,4,4,6,5,4,5,5,2,4,4,4,4,3,3,5,3,2,3,2,6,2,18,18644
566,1,3,5,2,4,4,2,4,4,3,2,3,5,5,2,4,3,4,4,5,4,2,4,11654
1075,1,4,2,2,4,3,1,3,1,3,3,3,2,3,5,5,2,4,5,5,3,4,17,32653
468,2,2,1,6,4,1,1,4,2,2,4,4,5,3,2,4,2,1,5,3,4,2,12,13667
1347,2,3,4,4,4,4,4,1,4,4,4,5,5,5,4,2,2,3,6,3,5,4,7,66753
70,1,4,4,3,2,2,4,4,2,2,4,4,5,3,4,5,4,4,3,4,4,3,3,530
550,5,5,6,4,2,4,2,5,2,3,3,2,4,4,1,3,4,4,3,6,4,4,0,2022
788,4,1,4,1,3,4,2,2,5,4,4,4,1,2,4,2,4,1,6,4,4,2,0,12058
1854,2,3,5,1,4,4,2,4,5,4,1,3,2,4,2,4,4,1,4,2,4,3,1,29240
1029,4,3,5,6,5,4,1,5,4,3,2,4,1,5,2,2,2,3,5,3,5,3,6,37852
1454,3,1,2,5,5,2,5,2,2,3,4,4,6,3,2,3,3,4,5,1,4,2,6,40799
1538,3,2,5,3,3,4,3,1,4,3,4,1,6,3,3,3,4,3,4,2,4,2,1,60796
797,5,3,6,4,3,3,5,5,3,3,5,2,2,3,4,5,3,2,5,5,3,3,0,6743
1013,2,4,3,4,4,3,5,2,4,1,3,2,5,2,4,2,5,2,5,6,5,3,3,19239
1625,3,3,6,4,5,5,2,4,3,2,3,6,2,2,4,5,3,3,3,4,3,4,0,31396
1717,2,3,3,5,3,3,2,1,4,4,4,4,5,3,2,4,4,3,5,5,3,3,2,31635
640,4,3,2,6,4,4,3,2,5,2,5,5,6,4,3,4,3,5,4,4,3,4,0,5876
1496,2,5,4,2,5,3,6,4,5,2,4,2,2,5,5,5,5,2,4,5,5,5,4,32458
338,4,4,1,4,4,2,4,1,2,4,1,5,1,4,4,2,2,4,5,5,3,3,9,8833
1096,3,4,6,2,3,2,4,3,2,4,2,2,2,4,1,5,2,3,4,4,4,2,1,23822
294,1,3,4,6,3,5,2,5,1,3,4,3,3,2,2,4,4,3,6,3,6,4,22,14402
1021,3,2,1,4,4,4,5,5,2,4,2,3,2,3,3,5,3,4,5,5,6,5,5,17355
1334,3,4,6,5,5,4,4,3,5,2,4,2,3,3,3,3,1,5,4,4,6,2,11,31954
106,2,4,2,4,2,5,3,3,4,5,2,5,3,4,3,2,2,4,4,2,5,1,7,2197
1079,4,2,2,1,3,3,5,3,4,3,1,6,5,3,4,3,3,3,5,5,3,4,0,9600
1002,4,1,1,6,2,2,5,2,3,5,4,5,3,4,4,3,4,4,5,5,5,3,1,12558
1997,5,5,5,4,5,3,3,4,1,2,4,2,4,2,4,6,4,3,5,4,6,4,9,49338
1780,2,3,2,4,3,2,5,5,3,3,2,4,3,3,5,4,3,4,4,1,4,5,2,28268
1267,3,2,4,5,3,2,6,1,3,3,2,2,2,5,1,5,4,4,6,5,4,4,6,39111
1446,1,5,5,4,2,1,3,2,1,5,2,2,2,4,5,2,4,3,5,2,5,3,21,28639
1207,2,3,2,2,4,4,4,1,2,3,4,6,3,3,2,5,2,5,4,6,3,2,8,21257
34,1,2,4,1,4,3,6,2,3,4,2,4,4,5,4,3,5,4,3,5,4,5,3,244
1491,4,3,3,5,3,5,2,4,2,4,2,2,4,3,4,3,3,4,5,3,4,4,3,75263
1483,4,3,3,4,3,2,3,4,3,4,4,6,4,4,4,4,4,2,4,6,4,2,0,19290
81,4,3,5,6,4,3,4,2,3,1,4,6,4,3,4,4,3,1,5,5,5,4,2,2117
1928,1,2,5,2,5,1,5,4,1,2,2,4,2,3,3,4,4,4,5,3,5,2,12,52615
710,5,5,4,3,2,4,3,1,3,1,3,2,4,5,4,2,4,1,6,3,4,3,2,15530
300,3,4,4,5,4,1,4,2,4,5,4,4,2,4,1,6,3,3,6,5,5,5,2,2761
501,2,3,5,5,4,2,1,5,1,3,1,5,6,3,2,4,4,5,4,5,3,3,5,4256
838,3,2,3,5,3,4,3,4,4,4,4,5,3,3,2,2,2,4,4,5,4,1,4,12663
465,2,1,1,6,3,4,2,5,3,4,5,4,5,3,1,3,2,5,4,5,5,2,11,6391
638,1,3,2,5,3,4,4,1,3,1,5,4,4,5,3,4,4,3,6,2,5,5,11,40827
1549,5,3,4,3,4,3,1,3,1,3,3,4,3,2,3,3,5,4,5,4,4,2,6,32966
942,3,5,5,6,4,3,1,3,5,2,1,1,6,3,2,4,1,2,4,4,4,1,19,55484
1151,1,1,2,5,2,4,3,3,2,3,5,1,1,3,5,4,4,4,3,2,4,2,19,59642
1392,3,4,5,5,3,4,1,4,4,5,3,4,2,3,4,4,1,1,3,2,4,2,9,47829
117,4,4,6,6,3,4,4,3,4,3,1,5,4,2,3,4,2,4,3,3,6,3,6,2169
883,2,5,5,2,3,4,2,4,3,4,2,3,3,3,3,3,2,1,4,5,4,2,1,11892
700,2,2,2,2,4,3,3,4,3,3,4,1,6,5,2,4,2,4,3,3,6,2,11,18969
1806,3,4,4,2,4,3,5,3,3,4,5,4,5,3,4,5,2,3,6,3,5,4,2,36204
1330,1,2,4,6,4,5,3,4,2,4,1,4,2,5,1,6,2,4,5,5,6,4,27,105668
565,3,4,1,4,2,4,2,4,3,2,5,3,4,4,2,2,3,3,4,3,3,2,0,6096
1022,2,1,3,5,3,4,2,3,3,4,1,6,2,2,2,6,5,2,3,3,5,1,11,57247
1001,4,2,5,5,5,4,5,4,1,3,5,5,3,4,2,2,2,5,5,5,4,3,10,10635
1198,2,3,2,1,3,1,5,4,2,2,2,2,1,5,4,4,4,3,6,5,5,3,9,62355
1883,4,4,3,3,4,3,4,2,5,5,3,3,3,5,3,4,4,4,5,3,4,3,0,19405
549,5,2,5,6,5,1,4,4,1,1,2,2,2,2,3,4,4,4,5,2,6,1,18,18290
1947,2,4,3,5,3,1,4,3,3,3,5,3,6,2,3,5,2,3,6,4,4,3,5,17103
1969,1,3,3,3,4,4,2,3,3,5,2,5,6,2,2,4,2,4,3,2,3,5,2,20596
853,3,4,3,1,4,4,3,5,3,5,4,4,3,4,3,2,4,2,3,4,3,4,0,6102
1685,2,2,4,3,3,4,2,1,5,4,3,2,6,4,5,4,2,3,3,4,5,3,10,66243
357,2,3,5,5,4,4,6,2,2,1,4,4,4,4,3,4,2,3,5,4,4,3,7,13665
403,3,3,2,4,4,4,2,4,3,2,1,3,3,2,4,4,5,2,4,4,5,4,0,15068
497,3,3,6,3,5,2,5,2,2,4,4,2,5,5,2,5,5,3,5,2,3,2,2,5339
39,5,4,3,2,4,1,5,4,3,1,4,2,4,4,2,3,1,5,6,4,3,3,3,134
1905,3,4,2,2,5,2,6,2,4,2,4,4,2,2,2,2,1,2,5,2,3,3,2,22228
1491,4,2,3,4,4,2,5,2,3,3,5,1,3,2,3,4,5,5,3,6,6,2,3,23795
1684,1,4,3,3,4,3,3,2,3,2,1,6,1,3,3,6,3,3,3,2,4,1,8,140568
1466,3,4,3,4,3,2,1,5,5,3,3,3,3,3,3,5,2,5,6,5,3,3,0,23895
1300,2,3,3,2,5,5,5,5,5,1,2,5,2,3,4,6,3,3,3,3,5,4,2,46045
959,5,4,2,3,5,1,3,2,1,1,3,3,4,4,2,4,3,4,4,4,4,4,4,12639
488,5,1,6,3,4,4,1,4,1,3,2,4,6,3,1,5,4,2,5,2,5,1,10,12712
1906,2,5,4,6,3,3,2,5,2,3,3,4,4,4,3,4,4,2,5,3,5,3,8,72922
1376,3,1,6,5,5,3,5,4,3,5,5,5,4,2,2,4,3,5,4,3,6,5,4,8111
1991,2,2,3,4,3,5,2,3,4,3,2,2,1,3,3,5,2,4,6,3,4,4,5,205280
1988,3,4,2,4,4,3,4,2,4,5,1,6,6,5,4,3,2,1,4,4,5,3,5,74585
476,3,1,5,5,4,1,3,2,2,3,5,3,5,2,2,4,1,4,5,3,4,2,15,8237
663,2,3,5,4,3,4,3,4,2,4,3,4,4,4,4,6,2,3,5,1,5,1,14,54873
1781,4,2,3,4,3,4,3,2,1,4,1,4,4,5,5,6,4,2,5,4,5,4,16,185592
218,4,2,3,4,4,2,1,2,1,4,4,1,3,3,4,3,3,3,5,3,6,2,16,15098
317,1,4,4,3,3,4,5,4,3,3,5,6,3,3,5,5,3,4,5,5,6,3,13,5538
1634,2,1,3,1,3,3,3,4,1,4,4,3,2,5,3,3,1,3,4,3,5,4,17,37958
667,5,2,6,2,3,2,5,2,4,2,4,6,6,3,3,4,5,2,4,4,5,1,0,3098
298,2,3,6,1,5,4,3,2,2,4,2,1,6,3,3,6,4,1,3,3,5,4,7,6130
1357,5,2,1,5,4,2,2,2,5,4,4,3,3,5,3,3,1,4,4,4,6,3,10,31898
796,3,5,4,3,4,1,3,1,4,1,1,3,2,4,5,4,2,3,5,2,4,4,7,36791
1512,1,3,4,4,4,4,6,5,2,3,2,2,5,4,2,6,4,2,5,5,4,4,6,54198
715,2,2,1,1,2,5,1,3,3,1,3,3,1,2,3,2,4,3,3,5,3,2,0,9774
795,4,2,6,5,4,3,3,4,1,2,1,6,6,5,3,5,4,3,4,3,5,2,13,28169
825,4,5,6,3,3,4,5,1,2,4,4,2,4,4,2,4,5,3,4,1,4,4,2,8107
450,3,3,6,4,4,2,4,4,1,4,4,3,4,2,1,6,2,4,3,1,4,3,5,4455
571,2,4,3,2,4,4,2,3,2,1,2,4,5,4,2,4,1,3,4,2,4,3,8,25746
817,5,3,2,2,2,3,3,3,4,3,2,5,2,3,5,3,4,2,5,6,4,3,0,8588
188,3,1,1,5,4,3,2,2,2,5,2,3,4,2,4,4,3,2,5,3,5,3,6,17809
1097,1,3,2,4,2,3,1,2,3,4,5,3,2,5,1,5,3,1,6,4,6,3,12,97963
1457,2,2,6,2,2,1,2,4,4,3,2,5,2,2,4,4,1,2,6,2,4,3,11,25988
1173,3,3,6,2,4,3,6,3,5,5,3,4,5,4,2,4,1,2,4,4,5,4,5,11356
1423,4,3,4,4,3,3,3,4,3,5,1,5,1,5,3,5,4,3,5,4,5,4,1,40499
1084,4,3,5,3,3,3,1,4,5,4,3,2,5,4,3,3,2,3,4,5,5,4,0,15373
1737,4,4,2,1,3,4,6,3,4,3,1,3,4,4,5,5,4,2,3,3,3,3,1,22275
